user_id,bucket_start,samples,heart_rate_avg,heart_rate_min,heart_rate_max,steps_sum,respiratory_rate_avg,activity_energy_sum,distance_sum
U33333,2025-09-16 08:00:00,15,93.8,66,139,1225,15.4,129.03,1.031
U33333,2025-09-16 08:15:00,13,94.6,66,129,1169,16.3,108.30,0.932
U33333,2025-09-16 08:30:00,14,91.4,65,135,1157,15.0,105.51,0.930
U33333,2025-09-16 08:45:00,15,95.7,62,132,1041,16.3,131.27,0.870
U33333,2025-09-16 09:00:00,11,94.7,62,137,888,15.7,94.93,0.712
U33333,2025-09-16 09:15:00,12,98.7,66,131,714,16.5,88.70,0.585
U33333,2025-09-16 09:30:00,11,97.1,71,137,590,16.4,73.36,0.471
U33333,2025-09-16 09:45:00,11,95.6,69,138,765,16.9,92.72,0.577
U33333,2025-09-16 10:00:00,11,78.0,57,116,644,16.3,59.28,0.512
U33333,2025-09-16 10:15:00,14,73.3,46,105,1139,16.8,120.59,0.911
U33333,2025-09-16 10:30:00,11,77.0,53,114,1112,16.1,72.21,0.887
U33333,2025-09-16 10:45:00,9,76.9,52,118,823,16.0,70.41,0.676
U33333,2025-09-16 11:00:00,14,80.1,45,120,1090,16.2,118.30,0.900
U33333,2025-09-16 11:15:00,13,78.7,45,108,1006,16.6,105.38,0.801
U33333,2025-09-16 11:30:00,12,77.3,47,124,964,16.4,103.15,0.795
U33333,2025-09-16 11:45:00,12,78.8,47,121,844,16.5,98.92,0.673
U33333,2025-09-16 12:00:00,13,75.6,48,116,707,15.2,60.63,0.563
U33333,2025-09-16 12:15:00,13,75.8,45,110,936,15.6,101.61,0.761
U33333,2025-09-16 12:30:00,14,79.5,50,116,998,15.6,102.70,0.812
U33333,2025-09-16 12:45:00,13,74.0,45,110,1024,16.7,114.76,0.808
U33333,2025-09-16 13:00:00,12,80.0,53,110,888,16.3,96.68,0.719
U33333,2025-09-16 13:15:00,14,77.9,53,106,897,15.9,105.54,0.717
U33333,2025-09-16 13:30:00,15,76.9,49,110,956,17.4,135.46,0.722
U33333,2025-09-16 13:45:00,11,79.6,48,114,980,16.8,105.63,0.795
U33333,2025-09-16 14:00:00,13,73.7,45,108,1017,16.1,101.31,0.845
U33333,2025-09-16 14:15:00,12,78.9,48,116,929,15.2,78.52,0.723
U33333,2025-09-16 14:30:00,14,79.7,53,118,770,15.6,101.07,0.585
U33333,2025-09-16 14:45:00,14,80.9,47,120,947,15.3,69.92,0.757
U33333,2025-09-16 15:00:00,14,74.4,45,123,1160,15.5,93.49,0.972
U33333,2025-09-16 15:15:00,10,77.9,50,112,933,16.1,82.29,0.712
U33333,2025-09-16 15:30:00,14,80.6,50,118,1212,15.5,99.48,0.996
U33333,2025-09-16 15:45:00,13,78.7,55,114,1328,15.3,77.11,1.058
U33333,2025-09-16 16:00:00,13,75.4,54,107,728,15.6,127.32,0.584
U33333,2025-09-16 16:15:00,14,76.7,51,119,682,15.9,108.40,0.550
U33333,2025-09-16 16:30:00,12,81.0,50,122,937,17.1,106.43,0.732
U33333,2025-09-16 16:45:00,12,77.4,47,123,816,17.2,68.10,0.643
U33333,2025-09-16 17:00:00,12,94.1,63,131,890,15.0,91.81,0.710
U33333,2025-09-16 17:15:00,12,89.3,58,134,802,15.7,100.75,0.634
U33333,2025-09-16 17:30:00,13,94.3,60,130,773,16.1,88.87,0.633
U33333,2025-09-16 17:45:00,12,95.8,73,124,699,15.4,89.34,0.573
U33333,2025-09-16 18:00:00,13,95.5,60,135,1143,15.5,73.07,0.916
U33333,2025-09-16 18:15:00,13,96.6,60,139,913,16.3,90.29,0.711
U33333,2025-09-16 18:30:00,12,93.3,61,134,890,16.5,94.00,0.691
U33333,2025-09-16 18:45:00,11,92.0,68,129,767,14.7,69.76,0.593
U33333,2025-09-16 19:00:00,12,91.3,58,127,915,16.2,69.69,0.732
U33333,2025-09-16 19:15:00,12,91.8,61,125,968,15.8,109.54,0.795
U33333,2025-09-16 19:30:00,11,98.1,68,131,985,15.4,86.96,0.807
U33333,2025-09-16 19:45:00,12,96.5,63,143,992,15.6,80.29,0.812
U33333,2025-09-16 20:00:00,12,75.8,51,117,1084,15.8,122.86,0.852
U33333,2025-09-16 20:15:00,12,77.9,45,110,940,16.5,99.92,0.733
U33333,2025-09-16 20:30:00,13,80.8,45,112,978,15.8,98.47,0.797
U33333,2025-09-16 20:45:00,5,81.0,62,118,420,15.8,28.48,0.322
U67890,2025-09-15 20:45:00,8,78.6,45,105,627,14.7,75.01,0.506
U67890,2025-09-15 21:00:00,13,76.8,54,125,784,15.9,95.50,0.624
U67890,2025-09-15 21:15:00,11,81.9,53,120,727,15.1,73.64,0.596
U67890,2025-09-15 21:30:00,14,76.7,45,114,1152,17.0,95.26,0.939
U67890,2025-09-15 21:45:00,12,80.1,52,121,975,16.7,92.47,0.785
U67890,2025-09-15 22:00:00,15,62.6,45,93,80,16.3,87.50,0.064
U67890,2025-09-15 22:15:00,13,61.5,45,100,64,16.0,113.39,0.049
U67890,2025-09-15 22:30:00,11,65.0,46,103,41,15.6,69.97,0.033
U67890,2025-09-15 22:45:00,13,65.8,45,100,53,15.7,110.28,0.041
U67890,2025-09-15 23:00:00,11,64.3,45,99,39,15.9,107.29,0.031
U67890,2025-09-15 23:15:00,12,65.9,45,103,61,15.4,80.42,0.052
U67890,2025-09-15 23:30:00,15,62.6,45,99,108,16.3,135.14,0.087
U67890,2025-09-15 23:45:00,12,64.8,45,97,58,16.2,76.90,0.044
U67890,2025-09-16 00:00:00,14,65.7,45,106,49,16.2,114.66,0.038
U67890,2025-09-16 00:15:00,13,65.0,45,100,71,15.6,90.08,0.058
U67890,2025-09-16 00:30:00,14,65.7,46,92,69,16.0,93.34,0.055
U67890,2025-09-16 00:45:00,11,67.0,45,107,75,16.6,75.95,0.062
U67890,2025-09-16 01:00:00,11,62.0,45,100,56,16.2,76.34,0.043
U67890,2025-09-16 01:15:00,14,65.0,45,109,59,16.0,92.99,0.050
U67890,2025-09-16 01:30:00,14,63.9,45,94,65,17.0,131.77,0.055
U67890,2025-09-16 01:45:00,13,62.2,45,96,85,16.1,111.56,0.068
U67890,2025-09-16 02:00:00,14,66.4,45,103,64,16.1,153.93,0.051
U67890,2025-09-16 02:15:00,15,60.0,45,90,78,17.4,91.27,0.062
U67890,2025-09-16 02:30:00,11,66.5,45,98,48,15.7,90.60,0.040
U67890,2025-09-16 02:45:00,14,64.9,45,104,61,16.3,123.25,0.048
U67890,2025-09-16 03:00:00,10,65.2,45,97,50,16.2,76.64,0.040
U67890,2025-09-16 03:15:00,13,65.2,45,103,71,15.8,74.71,0.058
U67890,2025-09-16 03:30:00,14,63.2,45,107,54,15.9,113.86,0.044
U67890,2025-09-16 03:45:00,15,66.4,45,106,87,15.0,133.37,0.071
U67890,2025-09-16 04:00:00,12,67.1,45,104,74,16.1,88.92,0.060
U67890,2025-09-16 04:15:00,14,64.0,45,107,65,16.6,110.41,0.050
U67890,2025-09-16 04:30:00,14,68.4,45,108,61,15.8,124.63,0.048
U67890,2025-09-16 04:45:00,12,65.8,46,98,55,15.2,101.60,0.044
U67890,2025-09-16 05:00:00,13,69.7,45,102,54,16.3,120.89,0.042
U67890,2025-09-16 05:15:00,14,64.1,45,110,72,16.2,111.62,0.058
U67890,2025-09-16 05:30:00,13,64.8,45,105,51,16.4,112.17,0.042
U67890,2025-09-16 05:45:00,12,63.8,45,98,62,16.0,105.36,0.048
U67890,2025-09-16 06:00:00,13,64.8,45,101,85,15.1,118.73,0.070
U67890,2025-09-16 06:15:00,14,65.6,45,104,73,15.3,110.57,0.060
U67890,2025-09-16 06:30:00,12,66.8,45,106,49,16.4,103.50,0.037
U67890,2025-09-16 06:45:00,12,64.3,45,97,53,15.1,107.02,0.041
U67890,2025-09-16 07:00:00,14,94.6,55,133,1168,16.0,95.04,0.900
U67890,2025-09-16 07:15:00,14,98.6,75,134,1038,16.6,136.50,0.820
U67890,2025-09-16 07:30:00,12,95.1,61,137,919,16.3,84.93,0.727
U67890,2025-09-16 07:45:00,13,99.0,77,140,1087,15.0,92.92,0.902
U67890,2025-09-16 08:00:00,12,94.3,63,132,1070,16.0,77.70,0.858
U67890,2025-09-16 08:15:00,13,94.0,63,135,876,15.2,101.25,0.686
U67890,2025-09-16 08:30:00,15,95.7,58,140,1108,15.9,98.51,0.887
U67890,2025-09-16 08:45:00,14,91.6,61,126,1360,15.7,110.45,1.060
U67890,2025-09-16 09:00:00,14,93.3,64,136,1202,16.4,116.10,1.005
U67890,2025-09-16 09:15:00,13,98.9,69,139,742,16.0,67.47,0.607
U67890,2025-09-16 09:30:00,9,96.6,67,137,918,14.1,87.40,0.763
U67890,2025-09-16 09:45:00,11,96.5,77,128,747,16.1,97.17,0.606
U67890,2025-09-16 10:00:00,14,78.4,46,112,1000,16.3,82.07,0.815
U67890,2025-09-16 10:15:00,12,76.5,45,116,978,15.0,85.09,0.793
U67890,2025-09-16 10:30:00,13,73.8,45,105,855,16.6,102.18,0.650
U67890,2025-09-16 10:45:00,13,78.2,53,113,1090,15.9,116.27,0.893
U67890,2025-09-16 11:00:00,10,79.5,51,113,734,15.6,76.83,0.575
U67890,2025-09-16 11:15:00,13,71.8,45,115,915,16.8,110.19,0.755
U67890,2025-09-16 11:30:00,13,74.8,46,116,663,15.0,94.35,0.515
U67890,2025-09-16 11:45:00,13,78.7,47,115,905,16.6,101.16,0.747
U67890,2025-09-16 12:00:00,14,78.5,55,109,800,15.6,95.09,0.672
U67890,2025-09-16 12:15:00,15,75.0,45,120,1005,17.3,102.75,0.806
U67890,2025-09-16 12:30:00,13,78.7,51,116,1266,16.2,114.15,1.026
U67890,2025-09-16 12:45:00,13,78.7,53,114,950,16.1,62.09,0.761
U67890,2025-09-16 13:00:00,13,77.6,53,105,780,16.5,94.65,0.630
U67890,2025-09-16 13:15:00,8,73.0,45,110,647,16.3,52.25,0.519
U67890,2025-09-16 13:30:00,13,77.5,45,108,1157,15.6,114.65,0.885
U67890,2025-09-16 13:45:00,15,75.2,45,108,1159,16.3,105.55,0.927
U67890,2025-09-16 14:00:00,13,77.4,45,111,1098,16.3,90.47,0.853
U67890,2025-09-16 14:15:00,12,79.5,52,115,1153,16.2,90.95,0.935
U67890,2025-09-16 14:30:00,14,77.2,46,116,1067,15.5,106.99,0.852
U67890,2025-09-16 14:45:00,11,79.0,50,121,912,15.6,94.40,0.733
U67890,2025-09-16 15:00:00,12,77.9,51,112,783,15.2,58.12,0.607
U67890,2025-09-16 15:15:00,12,76.3,45,113,1049,15.2,110.16,0.851
U67890,2025-09-16 15:30:00,12,75.9,49,117,1034,15.4,90.99,0.788
U67890,2025-09-16 15:45:00,10,78.5,52,118,955,15.2,79.50,0.749
U67890,2025-09-16 16:00:00,15,73.9,52,105,1032,15.5,110.54,0.842
U67890,2025-09-16 16:15:00,12,73.9,49,118,770,17.1,84.96,0.634
U67890,2025-09-16 16:30:00,13,81.5,51,119,616,15.4,73.74,0.481
U67890,2025-09-16 16:45:00,12,77.8,60,108,954,15.7,96.07,0.778
U67890,2025-09-16 17:00:00,11,91.5,64,126,709,15.1,87.90,0.595
U67890,2025-09-16 17:15:00,13,98.5,68,140,1037,16.6,88.28,0.829
U67890,2025-09-16 17:30:00,14,96.7,64,140,1088,16.0,100.05,0.873
U67890,2025-09-16 17:45:00,14,95.4,69,136,1134,17.3,128.10,0.930
U67890,2025-09-16 18:00:00,12,97.3,69,135,1161,15.1,105.24,0.911
U67890,2025-09-16 18:15:00,14,92.3,61,129,1033,17.3,92.60,0.800
U67890,2025-09-16 18:30:00,14,93.9,60,140,1240,15.7,123.15,0.959
U67890,2025-09-16 18:45:00,14,95.8,60,137,537,15.5,102.13,0.425
U67890,2025-09-16 19:00:00,12,95.1,57,132,972,16.7,86.14,0.768
U67890,2025-09-16 19:15:00,12,93.1,55,126,925,15.5,71.20,0.764
U67890,2025-09-16 19:30:00,14,96.9,66,137,853,16.0,104.93,0.672
U67890,2025-09-16 19:45:00,11,95.0,72,133,687,16.7,74.93,0.567
U67890,2025-09-16 20:00:00,13,80.0,54,119,773,16.3,96.83,0.609
U67890,2025-09-16 20:15:00,12,73.7,47,106,616,15.6,102.22,0.497
U67890,2025-09-16 20:30:00,12,77.0,51,109,614,15.2,64.29,0.481
U67890,2025-09-16 20:45:00,3,85.3,64,116,317,14.3,26.12,0.251
